id,word,word_id,sentence,kr,tokens
89,おととい,45,おととい友達に会いました。,그저께 친구를 만났습니다.,"[{""surface"": ""おととい"", ""hasKanji"": false}, {""surface"": ""友達"", ""kanji"": ""友達"", ""furigana"": ""ともだち"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""会い"", ""kanji"": ""会"", ""furigana"": ""あ"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
90,おととい,45,おととい映画を見ました。,그저께 영화를 봤습니다.,"[{""surface"": ""おととい"", ""hasKanji"": false}, {""surface"": ""映画"", ""kanji"": ""映画"", ""furigana"": ""えいが"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""見"", ""kanji"": ""見"", ""furigana"": ""み"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
91,二日前,46,二日前に予約しました。,이틀 전에 예약했습니다.,"[{""surface"": ""二"", ""kanji"": ""二"", ""furigana"": ""ふた"", ""hasKanji"": true}, {""surface"": ""日"", ""kanji"": ""日"", ""furigana"": ""か"", ""hasKanji"": true}, {""surface"": ""前"", ""kanji"": ""前"", ""furigana"": ""まえ"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""予約"", ""kanji"": ""予約"", ""furigana"": ""よやく"", ""hasKanji"": true}, {""surface"": ""し"", ""hasKanji"": false}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
92,二日前,46,二日前から風邪をひいています。,이틀 전부터 감기에 걸렸습니다.,"[{""surface"": ""二"", ""kanji"": ""二"", ""furigana"": ""ふた"", ""hasKanji"": true}, {""surface"": ""日"", ""kanji"": ""日"", ""furigana"": ""か"", ""hasKanji"": true}, {""surface"": ""前"", ""kanji"": ""前"", ""furigana"": ""まえ"", ""hasKanji"": true}, {""surface"": ""から"", ""hasKanji"": false}, {""surface"": ""風邪"", ""kanji"": ""風邪"", ""furigana"": ""かぜ"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""ひい"", ""hasKanji"": false}, {""surface"": ""て"", ""hasKanji"": false}, {""surface"": ""い"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
93,昨日,47,昨日は疲れました。,어제는 피곤했습니다.,"[{""surface"": ""昨日"", ""kanji"": ""昨日"", ""furigana"": ""きのう"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""疲れ"", ""kanji"": ""疲"", ""furigana"": ""つか"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
94,昨日,47,昨日友達と食事しました。,어제 친구와 식사했습니다.,"[{""surface"": ""昨日"", ""kanji"": ""昨日"", ""furigana"": ""きのう"", ""hasKanji"": true}, {""surface"": ""友達"", ""kanji"": ""友達"", ""furigana"": ""ともだち"", ""hasKanji"": true}, {""surface"": ""と"", ""hasKanji"": false}, {""surface"": ""食事"", ""kanji"": ""食事"", ""furigana"": ""しょくじ"", ""hasKanji"": true}, {""surface"": ""し"", ""hasKanji"": false}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
95,今日,48,今日は暑いです。,오늘은 덥습니다.,"[{""surface"": ""今日"", ""kanji"": ""今日"", ""furigana"": ""きょう"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""暑い"", ""kanji"": ""暑"", ""furigana"": ""あつ"", ""hasKanji"": true}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
96,今日,48,今日の予定は何ですか？,오늘의 일정은 무엇입니까?,"[{""surface"": ""今日"", ""kanji"": ""今日"", ""furigana"": ""きょう"", ""hasKanji"": true}, {""surface"": ""の"", ""hasKanji"": false}, {""surface"": ""予定"", ""kanji"": ""予定"", ""furigana"": ""よてい"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""何"", ""kanji"": ""何"", ""furigana"": ""なん"", ""hasKanji"": true}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""か"", ""hasKanji"": false}, {""surface"": ""？"", ""hasKanji"": false}]"
97,明日,49,明日試験があります。,내일 시험이 있습니다.,"[{""surface"": ""明日"", ""kanji"": ""明日"", ""furigana"": ""あす"", ""hasKanji"": true}, {""surface"": ""試験"", ""kanji"": ""試験"", ""furigana"": ""しけん"", ""hasKanji"": true}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""あり"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
98,明日,49,明日は天気がいいです。,내일은 날씨가 좋습니다.,"[{""surface"": ""明日"", ""kanji"": ""明日"", ""furigana"": ""あす"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""天気"", ""kanji"": ""天気"", ""furigana"": ""てんき"", ""hasKanji"": true}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""いい"", ""hasKanji"": false}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
99,あさって,50,あさって旅行に行きます。,모레 여행을 갑니다.,"[{""surface"": ""あさって"", ""hasKanji"": false}, {""surface"": ""旅行"", ""kanji"": ""旅行"", ""furigana"": ""りょこう"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""行き"", ""kanji"": ""行"", ""furigana"": ""い"", ""hasKanji"": true}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
100,あさって,50,あさっては休日です。,모레는 휴일입니다.,"[{""surface"": ""あさって"", ""hasKanji"": false}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""休日"", ""kanji"": ""休日"", ""furigana"": ""きゅうじつ"", ""hasKanji"": true}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
101,先日,51,先日、先生に会いました。,며칠 전에 선생님을 만났습니다.,"[{""surface"": ""先日"", ""kanji"": ""先日"", ""furigana"": ""せんじつ"", ""hasKanji"": true}, {""surface"": ""、"", ""hasKanji"": false}, {""surface"": ""先生"", ""kanji"": ""先生"", ""furigana"": ""せんせい"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""会い"", ""kanji"": ""会"", ""furigana"": ""あ"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
102,先日,51,先日送ったメールは届きましたか？,며칠 전에 보낸 메일은 도착했나요?,"[{""surface"": ""先日"", ""kanji"": ""先日"", ""furigana"": ""せんじつ"", ""hasKanji"": true}, {""surface"": ""送っ"", ""kanji"": ""送"", ""furigana"": ""おく"", ""hasKanji"": true}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""メール"", ""hasKanji"": false}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""届き"", ""kanji"": ""届"", ""furigana"": ""とど"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""か"", ""hasKanji"": false}, {""surface"": ""？"", ""hasKanji"": false}]"
103,先月,52,先月新しい店がオープンしました。,지난달에 새로운 가게가 열렸습니다.,"[{""surface"": ""先月"", ""kanji"": ""先月"", ""furigana"": ""せんげつ"", ""hasKanji"": true}, {""surface"": ""新しい"", ""kanji"": ""新"", ""furigana"": ""あたら"", ""hasKanji"": true}, {""surface"": ""店"", ""kanji"": ""店"", ""furigana"": ""みせ"", ""hasKanji"": true}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""オープン"", ""hasKanji"": false}, {""surface"": ""し"", ""hasKanji"": false}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
104,先月,52,先月は忙しかったです。,지난달은 바빴습니다.,"[{""surface"": ""先月"", ""kanji"": ""先月"", ""furigana"": ""せんげつ"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""忙しかっ"", ""kanji"": ""忙"", ""furigana"": ""いそが"", ""hasKanji"": true}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
105,先週,53,先週映画を見ました。,지난주에 영화를 봤습니다.,"[{""surface"": ""先週"", ""kanji"": ""先週"", ""furigana"": ""せんしゅう"", ""hasKanji"": true}, {""surface"": ""映画"", ""kanji"": ""映画"", ""furigana"": ""えいが"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""見"", ""kanji"": ""見"", ""furigana"": ""み"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
106,先週,53,先週のテストは難しかったです。,지난주 시험은 어려웠습니다.,"[{""surface"": ""先週"", ""kanji"": ""先週"", ""furigana"": ""せんしゅう"", ""hasKanji"": true}, {""surface"": ""の"", ""hasKanji"": false}, {""surface"": ""テスト"", ""hasKanji"": false}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""難しかっ"", ""kanji"": ""難"", ""furigana"": ""むずか"", ""hasKanji"": true}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
107,今月,54,今月は出張があります。,이번 달에는 출장이 있습니다.,"[{""surface"": ""今月"", ""kanji"": ""今月"", ""furigana"": ""こんげつ"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""出張"", ""kanji"": ""出張"", ""furigana"": ""しゅっちょう"", ""hasKanji"": true}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""あり"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
108,今月,54,今月の予定を確認してください。,이번 달 일정을 확인해 주세요.,"[{""surface"": ""今月"", ""kanji"": ""今月"", ""furigana"": ""こんげつ"", ""hasKanji"": true}, {""surface"": ""の"", ""hasKanji"": false}, {""surface"": ""予定"", ""kanji"": ""予定"", ""furigana"": ""よてい"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""確認"", ""kanji"": ""確認"", ""furigana"": ""かくにん"", ""hasKanji"": true}, {""surface"": ""し"", ""hasKanji"": false}, {""surface"": ""て"", ""hasKanji"": false}, {""surface"": ""ください"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
109,今週,55,今週は雨が多いです。,이번 주는 비가 많이 옵니다.,"[{""surface"": ""今週"", ""kanji"": ""今週"", ""furigana"": ""こんしゅう"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""雨"", ""kanji"": ""雨"", ""furigana"": ""あめ"", ""hasKanji"": true}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""多い"", ""kanji"": ""多"", ""furigana"": ""おお"", ""hasKanji"": true}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
110,今週,55,今週の宿題をもう終えました。,이번 주 숙제는 이미 끝냈습니다.,"[{""surface"": ""今週"", ""kanji"": ""今週"", ""furigana"": ""こんしゅう"", ""hasKanji"": true}, {""surface"": ""の"", ""hasKanji"": false}, {""surface"": ""宿題"", ""kanji"": ""宿題"", ""furigana"": ""しゅくだい"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""もう"", ""hasKanji"": false}, {""surface"": ""終え"", ""kanji"": ""終"", ""furigana"": ""お"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
111,来月,56,来月引っ越します。,다음 달에 이사합니다.,"[{""surface"": ""来月"", ""kanji"": ""来月"", ""furigana"": ""らいげつ"", ""hasKanji"": true}, {""surface"": ""引っ越し"", ""kanji"": ""引越"", ""furigana"": ""ひっこし"", ""hasKanji"": true}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
112,来月,56,来月はイベントがあります。,다음 달에는 행사가 있습니다.,"[{""surface"": ""来月"", ""kanji"": ""来月"", ""furigana"": ""らいげつ"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""イベント"", ""hasKanji"": false}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""あり"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
113,来週,57,来週テストがあります。,다음 주에 시험이 있습니다.,"[{""surface"": ""来週"", ""kanji"": ""来週"", ""furigana"": ""らいしゅう"", ""hasKanji"": true}, {""surface"": ""テスト"", ""hasKanji"": false}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""あり"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
114,来週,57,来週また会いましょう。,다음 주에 다시 만나요.,"[{""surface"": ""来週"", ""kanji"": ""来週"", ""furigana"": ""らいしゅう"", ""hasKanji"": true}, {""surface"": ""また"", ""hasKanji"": false}, {""surface"": ""会い"", ""kanji"": ""会"", ""furigana"": ""あ"", ""hasKanji"": true}, {""surface"": ""ましょう"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
115,おととし,58,おととし日本へ行きました。,재작년에 일본에 갔습니다.,"[{""surface"": ""おととし"", ""hasKanji"": false}, {""surface"": ""日本"", ""kanji"": ""日本"", ""furigana"": ""にっぽん"", ""hasKanji"": true}, {""surface"": ""へ"", ""hasKanji"": false}, {""surface"": ""行き"", ""kanji"": ""行"", ""furigana"": ""い"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
116,おととし,58,おととし大学を卒業しました。,재작년에 대학을 졸업했습니다.,"[{""surface"": ""おととし"", ""hasKanji"": false}, {""surface"": ""大学"", ""kanji"": ""大学"", ""furigana"": ""だいがく"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""卒業"", ""kanji"": ""卒業"", ""furigana"": ""そつぎょう"", ""hasKanji"": true}, {""surface"": ""し"", ""hasKanji"": false}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
117,二年前,59,二年前に結婚しました。,2년 전에 결혼했습니다.,"[{""surface"": ""二"", ""kanji"": ""二"", ""furigana"": ""に"", ""hasKanji"": true}, {""surface"": ""年"", ""kanji"": ""年"", ""furigana"": ""ねん"", ""hasKanji"": true}, {""surface"": ""前"", ""kanji"": ""前"", ""furigana"": ""まえ"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""結婚"", ""kanji"": ""結婚"", ""furigana"": ""けっこん"", ""hasKanji"": true}, {""surface"": ""し"", ""hasKanji"": false}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
118,二年前,59,二年前から日本語を勉強しています。,2년 전부터 일본어를 공부하고 있습니다.,"[{""surface"": ""二"", ""kanji"": ""二"", ""furigana"": ""に"", ""hasKanji"": true}, {""surface"": ""年"", ""kanji"": ""年"", ""furigana"": ""ねん"", ""hasKanji"": true}, {""surface"": ""前"", ""kanji"": ""前"", ""furigana"": ""まえ"", ""hasKanji"": true}, {""surface"": ""から"", ""hasKanji"": false}, {""surface"": ""日本"", ""kanji"": ""日本"", ""furigana"": ""にっぽん"", ""hasKanji"": true}, {""surface"": ""語"", ""kanji"": ""語"", ""furigana"": ""ご"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""勉強"", ""kanji"": ""勉強"", ""furigana"": ""べんきょう"", ""hasKanji"": true}, {""surface"": ""し"", ""hasKanji"": false}, {""surface"": ""て"", ""hasKanji"": false}, {""surface"": ""い"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
119,去年,60,去年の夏は暑かったです。,작년 여름은 더웠습니다.,"[{""surface"": ""去年"", ""kanji"": ""去年"", ""furigana"": ""きょねん"", ""hasKanji"": true}, {""surface"": ""の"", ""hasKanji"": false}, {""surface"": ""夏"", ""kanji"": ""夏"", ""furigana"": ""なつ"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""暑かっ"", ""kanji"": ""暑"", ""furigana"": ""あつ"", ""hasKanji"": true}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
120,去年,60,去年新しい仕事を始めました。,작년에 새로운 일을 시작했습니다.,"[{""surface"": ""去年"", ""kanji"": ""去年"", ""furigana"": ""きょねん"", ""hasKanji"": true}, {""surface"": ""新しい"", ""kanji"": ""新"", ""furigana"": ""あたら"", ""hasKanji"": true}, {""surface"": ""仕事"", ""kanji"": ""仕事"", ""furigana"": ""しごと"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""始め"", ""kanji"": ""始"", ""furigana"": ""はじ"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
121,今年,61,今年は大学に入学しました。,올해는 대학에 입학했습니다.,"[{""surface"": ""今年"", ""kanji"": ""今年"", ""furigana"": ""ことし"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""大学"", ""kanji"": ""大学"", ""furigana"": ""だいがく"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""入学"", ""kanji"": ""入学"", ""furigana"": ""にゅうがく"", ""hasKanji"": true}, {""surface"": ""し"", ""hasKanji"": false}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
122,今年,61,今年の冬はとても寒いです。,올해 겨울은 매우 춥습니다.,"[{""surface"": ""今年"", ""kanji"": ""今年"", ""furigana"": ""ことし"", ""hasKanji"": true}, {""surface"": ""の"", ""hasKanji"": false}, {""surface"": ""冬"", ""kanji"": ""冬"", ""furigana"": ""ふゆ"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""とても"", ""hasKanji"": false}, {""surface"": ""寒い"", ""kanji"": ""寒"", ""furigana"": ""さむ"", ""hasKanji"": true}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
123,来年,62,来年、日本に行きたいです。,내년에 일본에 가고 싶습니다.,"[{""surface"": ""来年"", ""kanji"": ""来年"", ""furigana"": ""らいねん"", ""hasKanji"": true}, {""surface"": ""、"", ""hasKanji"": false}, {""surface"": ""日本"", ""kanji"": ""日本"", ""furigana"": ""にっぽん"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""行き"", ""kanji"": ""行"", ""furigana"": ""い"", ""hasKanji"": true}, {""surface"": ""たい"", ""hasKanji"": false}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
124,来年,62,来年は新しい仕事を始めます。,내년에는 새로운 일을 시작합니다.,"[{""surface"": ""来年"", ""kanji"": ""来年"", ""furigana"": ""らいねん"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""新しい"", ""kanji"": ""新"", ""furigana"": ""あたら"", ""hasKanji"": true}, {""surface"": ""仕事"", ""kanji"": ""仕事"", ""furigana"": ""しごと"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""始め"", ""kanji"": ""始"", ""furigana"": ""はじ"", ""hasKanji"": true}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
125,再来年,63,再来年に卒業する予定です。,내후년에 졸업할 예정입니다.,"[{""surface"": ""再来"", ""kanji"": ""再来"", ""furigana"": ""さらい"", ""hasKanji"": true}, {""surface"": ""年"", ""kanji"": ""年"", ""furigana"": ""ねん"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""卒業"", ""kanji"": ""卒業"", ""furigana"": ""そつぎょう"", ""hasKanji"": true}, {""surface"": ""する"", ""hasKanji"": false}, {""surface"": ""予定"", ""kanji"": ""予定"", ""furigana"": ""よてい"", ""hasKanji"": true}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
126,再来年,63,再来年、海外に行くつもりです。,내후년에 해외에 갈 생각입니다.,"[{""surface"": ""再来"", ""kanji"": ""再来"", ""furigana"": ""さらい"", ""hasKanji"": true}, {""surface"": ""年"", ""kanji"": ""年"", ""furigana"": ""ねん"", ""hasKanji"": true}, {""surface"": ""、"", ""hasKanji"": false}, {""surface"": ""海外"", ""kanji"": ""海外"", ""furigana"": ""かいがい"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""行く"", ""kanji"": ""行"", ""furigana"": ""い"", ""hasKanji"": true}, {""surface"": ""つもり"", ""hasKanji"": false}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
127,毎日,64,毎日新聞を読みます。,매일 신문을 읽습니다.,"[{""surface"": ""毎日"", ""kanji"": ""毎日"", ""furigana"": ""まいにち"", ""hasKanji"": true}, {""surface"": ""新聞"", ""kanji"": ""新聞"", ""furigana"": ""しんぶん"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""読み"", ""kanji"": ""読"", ""furigana"": ""よ"", ""hasKanji"": true}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
128,毎日,64,毎日会社に通っています。,매일 회사에 다니고 있습니다.,"[{""surface"": ""毎日"", ""kanji"": ""毎日"", ""furigana"": ""まいにち"", ""hasKanji"": true}, {""surface"": ""会社"", ""kanji"": ""会社"", ""furigana"": ""かいしゃ"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""通っ"", ""kanji"": ""通"", ""furigana"": ""かよ"", ""hasKanji"": true}, {""surface"": ""て"", ""hasKanji"": false}, {""surface"": ""い"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
129,毎月,65,毎月お金を貯めています。,매달 돈을 모으고 있습니다.,"[{""surface"": ""毎月"", ""kanji"": ""毎月"", ""furigana"": ""まいつき"", ""hasKanji"": true}, {""surface"": ""お"", ""hasKanji"": false}, {""surface"": ""金"", ""kanji"": ""金"", ""furigana"": ""かね"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""貯め"", ""kanji"": ""貯"", ""furigana"": ""た"", ""hasKanji"": true}, {""surface"": ""て"", ""hasKanji"": false}, {""surface"": ""い"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
130,毎月,65,毎月本を三冊読みます。,매달 책을 세 권 읽습니다.,"[{""surface"": ""毎月"", ""kanji"": ""毎月"", ""furigana"": ""まいつき"", ""hasKanji"": true}, {""surface"": ""本"", ""kanji"": ""本"", ""furigana"": ""ほん"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""三"", ""kanji"": ""三"", ""furigana"": ""さん"", ""hasKanji"": true}, {""surface"": ""冊"", ""kanji"": ""冊"", ""furigana"": ""さつ"", ""hasKanji"": true}, {""surface"": ""読み"", ""kanji"": ""読"", ""furigana"": ""よ"", ""hasKanji"": true}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
131,毎年,66,毎年家族で旅行します。,매년 가족과 여행을 갑니다.,"[{""surface"": ""毎年"", ""kanji"": ""毎年"", ""furigana"": ""まいとし"", ""hasKanji"": true}, {""surface"": ""家族"", ""kanji"": ""家族"", ""furigana"": ""かぞく"", ""hasKanji"": true}, {""surface"": ""で"", ""hasKanji"": false}, {""surface"": ""旅行"", ""kanji"": ""旅行"", ""furigana"": ""りょこう"", ""hasKanji"": true}, {""surface"": ""し"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
132,毎年,66,毎年この時期は忙しいです。,매년 이 시기는 바쁩니다.,"[{""surface"": ""毎年"", ""kanji"": ""毎年"", ""furigana"": ""まいとし"", ""hasKanji"": true}, {""surface"": ""この"", ""hasKanji"": false}, {""surface"": ""時期"", ""kanji"": ""時期"", ""furigana"": ""じき"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""忙しい"", ""kanji"": ""忙"", ""furigana"": ""いそが"", ""hasKanji"": true}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
133,半年,67,日本で半年間暮らしました。,일본에서 반년 동안 살았습니다.,"[{""surface"": ""日本"", ""kanji"": ""日本"", ""furigana"": ""にっぽん"", ""hasKanji"": true}, {""surface"": ""で"", ""hasKanji"": false}, {""surface"": ""半年"", ""kanji"": ""半年"", ""furigana"": ""はんとし"", ""hasKanji"": true}, {""surface"": ""間"", ""kanji"": ""間"", ""furigana"": ""かん"", ""hasKanji"": true}, {""surface"": ""暮らし"", ""kanji"": ""暮"", ""furigana"": ""く"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
134,半年,67,半年ごとに健康診断を受けます。,반년마다 건강검진을 받습니다.,"[{""surface"": ""半年"", ""kanji"": ""半年"", ""furigana"": ""はんとし"", ""hasKanji"": true}, {""surface"": ""ごと"", ""hasKanji"": false}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""健康"", ""kanji"": ""健康"", ""furigana"": ""けんこう"", ""hasKanji"": true}, {""surface"": ""診断"", ""kanji"": ""診断"", ""furigana"": ""しんだん"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""受け"", ""kanji"": ""受"", ""furigana"": ""う"", ""hasKanji"": true}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
